"total number of fixations","sum of all fixation duration","mean fixation duration (ms)","median fixation duration (ms)"," StDev of fixation durations (ms)","Min. fixation duration (ms)","Max. fixation duration (ms)","total number of saccades","sum of all saccade length","mean saccade length","median saccade length","StDev of saccade lengths","min saccade length","max saccade length","sum of all saccade durations","mean saccade duration","median saccade duration","StDev of saccade durations","Min. saccade duration","Max. saccade duration","scanpath duration","fixation to saccade ratio","sum of all absolute degrees","mean absolute degree","median absolute degree","StDev of absolute degrees","min absolute degree","max absolute degree","sum of all relative degrees","mean relative degree","median relative degree","StDev of relative degrees","min relative degree","max relative degree","convex hull area","Average Peak Saccade Velocity","Average Blink Rate per Minute","stationary entropy","transition entropy"
"547","241.94029999999978","0.44230402193784235","0.3606","0.3205693907296911","0.01965","3.16626","470","91703.3491463685","195.11350882206065","172.42817294266305","170.3284765764564","1.3106818378233478","1351.8984476066537","37.06470999999969","0.07886108510638233","0.018805000000000405","0.1904672716830943","0.002569999999998629","1.38898","279.0050099999997","6.527510939651275","24044.014342618568","44.03665630516221","38.144399169594166","29.710896919471537","0.2586301758960664","89.98470812773458","50033.996186693665","91.8054975902636","91.18064755850345","46.96069302196066","0.20753620158677677","176.86867245866756","1181148.8593651203","262.47679485850443","17","0.7141361103432178","1.0755671105179356"
